NtsbNo,CompletionStatus,EventType,Mkey,IsStudy,EventDate,City,State,Country,ReportNo,N#,VehicleMake,VehicleModel,HighestInjuryLevel,InjuryOngroundCount,InjuryOnboardCount,HasSafetyRec,Mode,ReportNumber,ReportType,DocketPublishDate,OriginalPublishedDate,ReportDate,MostRecentReportType,EV_ID,RepGenFlag
ERA18LA002,Completed,Accident,96126,false,2017-10-02T11:48:00Z,San Juan,Puerto Rico,United States,,N9021X,Cessna,182,Fatal,0,2,false,Aviation,,DirectorBrief,2019-04-11T16:57:00Z,2019-07-08T04:00:00Z,,Final,,
DCA18CA001,Completed,Accident,96133,false,2017-10-02T09:40:00Z,Chicago,Illinois,United States,,N930WN,Boeing,737 7H4,None,0,0,false,Aviation,,DirectorBrief,2020-07-15T02:00:00Z,2020-06-08T04:00:00Z,,Final,,
ANC18RA001,N/A,Accident,96150,false,2017-10-02T00:00:00Z,Campbell River,,Canada,,C-FMBO,Robinson,R44,Fatal,0,2,false,Aviation,,None,,,,Prelim,,
CEN18FA001,Completed,Accident,96118,false,2017-10-01T15:47:00Z,Midland,Michigan,United States,,N2284U,Brantly,B 2B,Fatal,0,2,false,Aviation,,DirectorBrief,,2019-07-08T04:00:00Z,,Final,,
GAA18CA021,Completed,Accident,96235,false,2017-10-01T13:30:00Z,Block Island,Rhode Island,United States,,N1054S,Piper,PA32R,Minor,0,2,false,Aviation,,DirectorBrief,2018-01-25T15:33:00Z,2018-02-21T05:00:00Z,,Final,,
WPR18FA001,Completed,Accident,96127,false,2017-10-01T11:43:00Z,Klamath Falls,Oregon,United States,,N6083D,CIRRUS DESIGN CORP,SR22,Fatal,0,2,false,Aviation,,DirectorBrief,2019-07-25T18:29:00Z,2019-11-06T05:00:00Z,,Final,,
GAA17CA566,Completed,Accident,96123,false,2017-09-30T16:30:00Z,Hampshire,Illinois,United States,,N260BA,LET,L 23 SUPER BLANIK,None,0,0,false,Aviation,,DirectorBrief,2017-11-20T20:36:00Z,2017-12-15T05:00:00Z,,Final,,
DCA17CA214,Completed,Accident,96122,false,2017-09-30T11:50:00Z,Arlington,Virginia,United States,,N841NN,Boeing,737 823,None,0,0,false,Aviation,,DirectorBrief,2018-08-13T13:38:00Z,2018-09-05T04:00:00Z,,Final,,
ENG17RA039,N/A,Accident,96116,false,2017-09-30T04:00:00Z,Goose Bay,,Canada,,F-HPJE,Airbus,A380,None,0,0,false,Aviation,,None,,,,,,
WPR17FA215,Completed,Accident,96115,false,2017-09-29T23:13:00Z,Brinnon,Washington,United States,,N9549W,Piper,PA 28-140,Fatal,0,2,false,Aviation,,DirectorBrief,2019-10-30T15:29:00Z,2019-12-16T05:00:00Z,,Final,,
CEN17CA371,Completed,Accident,96125,false,2017-09-29T13:30:00Z,Itasca,Texas,United States,,N712RL,Vans,RV7,None,0,0,false,Aviation,,DirectorBrief,2017-12-04T17:48:00Z,2018-01-11T05:00:00Z,,Final,,
DCA17WA215,N/A,Incident,96131,false,2017-09-29T04:00:00Z,Budapest,,Hungary,,EI-FRR,Boeing,737,None,0,,false,Aviation,,None,,,,,,
ERA17LA340,Completed,Accident,96111,false,2017-09-28T20:21:00Z,Ocklawaha,Florida,United States,,N29909,Waco,UPF 7,Minor,0,1,false,Aviation,,DirectorBrief,2019-09-26T14:34:00Z,2020-02-11T05:00:00Z,,Final,,
DCA17WA216,N/A,Incident,96132,false,2017-09-28T19:04:00Z,Luga,,Malta,,G-FDZJ,Boeing,737,None,0,0,false,Aviation,,None,,,,,,
CEN17LA372,Completed,Accident,96129,false,2017-09-28T18:16:00Z,Westphalia,Kansas,United States,,N7336Z,Piper,PA 25-235,None,0,0,false,Aviation,,DirectorBrief,2018-06-19T20:02:00Z,2019-05-29T04:00:00Z,,Final,,
GAA17CA581,Completed,Accident,97874,false,2017-09-28T18:08:00Z,San Jose,California,United States,,N1652T,Cessna,414,None,0,0,false,Aviation,,DirectorBrief,2019-05-09T16:28:00Z,2019-09-26T04:00:00Z,,Final,,
ERA17LA341,Completed,Accident,96113,false,2017-09-28T17:48:00Z,Huntsville,Alabama,United States,,N552ES,Cessna,162,None,0,0,false,Aviation,,DirectorBrief,2019-03-18T16:20:00Z,2019-04-30T04:00:00Z,,Final,,
GAA17CA575,Completed,Accident,96281,false,2017-09-28T13:30:00Z,Texarkana,Arkansas,United States,,N9902C,SILVAIRE,8,None,0,0,false,Aviation,,DirectorBrief,2018-03-28T16:36:00Z,2018-05-14T04:00:00Z,,Final,,
GAA17CA564,Completed,Accident,96110,false,2017-09-28T13:00:00Z,Skagit,Washington,United States,,N43JM,Boeing,PT 13,None,0,0,false,Aviation,,DirectorBrief,2018-03-30T16:27:00Z,2018-05-14T04:00:00Z,,Final,,
ERA17FA339,Completed,Accident,96105,false,2017-09-28T12:22:00Z,Umatilla,Florida,United States,,N152AH,HICKOX ANDY,ANDYS GYROPLANE,Fatal,0,1,false,Aviation,,DirectorBrief,2019-05-29T17:29:00Z,2019-06-25T04:00:00Z,,Final,,
GAA17CA563,Completed,Accident,96109,false,2017-09-28T12:00:00Z,Orangeburg,South Carolina,United States,,N4734Z,Piper,PA 22,None,0,0,false,Aviation,,DirectorBrief,2018-04-24T13:48:00Z,2018-06-14T04:00:00Z,,Final,,
ERA17WA342,N/A,Accident,96117,false,2017-09-28T11:00:00Z,Cape Town,,South Africa,,ZS-OSL,Robinson,R44,Fatal,0,1,false,Aviation,,None,,,,,,
DCA17WA226,N/A,Incident,97007,false,2017-09-27T18:26:00Z,Dublin,,Ireland,,EC-LVQ,Airbus,A320,None,0,0,false,Aviation,,None,,,,,,
GAA17CA572,Completed,Accident,96169,false,2017-09-27T14:00:00Z,Kalispell,Montana,United States,,N53XC,CUB CRAFTERS INC,CC19-180,None,0,0,false,Aviation,,DirectorBrief,2018-04-02T11:47:00Z,2018-05-14T04:00:00Z,,Final,,
GAA17CA560,Completed,Accident,96102,false,2017-09-27T13:45:00Z,Geneseo,New York,United States,,N38633,Piper,J5A,Minor,1,1,false,Aviation,,DirectorBrief,2017-11-13T14:51:00Z,2017-12-15T05:00:00Z,,Final,,
CEN17LA376,Completed,Accident,96249,false,2017-09-27T12:30:00Z,Piqua,Ohio,United States,,N70634,Cessna,182M,None,0,0,false,Aviation,,DirectorBrief,2017-11-16T20:56:00Z,2018-01-25T05:00:00Z,,Final,,
GAA17CA561,Completed,Accident,96104,false,2017-09-27T12:00:00Z,Bessemer,Alabama,United States,,N200XW,AMERICAN LEGEND AIRCRAFT CO,AL18,None,0,0,false,Aviation,,DirectorBrief,2017-11-22T14:55:00Z,2017-12-15T05:00:00Z,,Final,,
GAA17CA562,Completed,Accident,96108,false,2017-09-27T11:00:00Z,Fullerton,California,United States,,N515ET,Eurocopter,AS 350,Minor,0,2,false,Aviation,,DirectorBrief,2018-04-25T11:32:00Z,2018-06-14T04:00:00Z,,Final,,
GAA17CA559,Completed,Accident,96101,false,2017-09-27T03:35:00Z,San Diego,California,United States,,N9346G,Cessna,182,None,0,0,false,Aviation,,DirectorBrief,2018-04-24T12:18:00Z,2018-06-14T04:00:00Z,,Final,,
ERA17LA336,Completed,Accident,96095,false,2017-09-26T21:30:00Z,Winder,Georgia,United States,,N53393,Cessna,152,None,0,0,false,Aviation,,DirectorBrief,2018-09-06T16:42:00Z,2018-10-10T04:00:00Z,,Final,,
ERA17WA344,N/A,Accident,96197,false,2017-09-26T19:30:00Z,Unknown,,Bahamas,,N3214X,Cessna,150,Fatal,0,2,false,Aviation,,None,,,,,,
WPR17LA217,Completed,Accident,96180,false,2017-09-26T17:38:00Z,Los Angeles,California,United States,,N9020P,Piper,PA-24-260,None,0,0,false,Aviation,,DirectorBrief,2020-02-03T23:43:00Z,2020-05-28T04:00:00Z,,Final,,
GAA17CA557,Completed,Accident,96094,false,2017-09-26T13:50:00Z,Orange,Massachusetts,United States,,N184SJ,BELLET JAMES J,VANS RV 8,Minor,0,2,false,Aviation,,DirectorBrief,2017-11-13T12:50:00Z,2017-12-15T05:00:00Z,,Final,,
CEN17WA369,N/A,Accident,96096,false,2017-09-26T12:54:00Z,"Norrbotten, Sweden",,Sweden,,SE-JVI,MD Helicopter,369,Fatal,0,2,false,Aviation,,None,,,,,,
GAA17CA565,Completed,Accident,96114,false,2017-09-26T11:00:00Z,Holy Cross,Alaska,United States,,N109T,Piper,PA18,None,0,0,false,Aviation,,DirectorBrief,2017-11-21T14:14:00Z,2017-12-15T05:00:00Z,,Final,,
ERA17LA335,Completed,Accident,96080,false,2017-09-25T18:40:00Z,Odessa,Florida,United States,,N926KB,BRAD J BATES,MOSQUITO XE 285,Minor,,1,false,Aviation,,DirectorBrief,2021-07-20T19:00:00Z,2021-08-24T04:00:00Z,,Final,,
CEN17LA368,Completed,Accident,96090,false,2017-09-25T18:27:00Z,Cleburne,Texas,United States,,N5112S,Eris E. Ervin,Quicksilver,Fatal,0,1,false,Aviation,,DirectorBrief,2018-09-27T13:01:00Z,2018-10-10T04:00:00Z,,Final,,
DCA17CA217,Completed,Accident,96147,false,2017-09-25T17:00:00Z,Sioux City,Iowa,United States,,N500WR,Boeing,737-8H4,Serious,0,1,false,Aviation,,DirectorBrief,2020-07-14T05:16:00Z,2020-06-08T04:00:00Z,,Final,,
GAA17CA569,Completed,Accident,96142,false,2017-09-25T14:00:00Z,Beluga,Alaska,United States,,N3797Z,Piper,PA 18,None,0,0,false,Aviation,,DirectorBrief,2018-04-02T11:47:00Z,2018-05-14T04:00:00Z,,Final,,
WPR17LA216,Completed,Accident,96149,false,2017-09-25T04:00:00Z,Tamuning,,United States,,N5448K,Cessna,172P,None,0,0,false,Aviation,,DirectorBrief,2020-01-24T17:50:00Z,2020-04-13T04:00:00Z,,Final,,
CEN17FA364,Completed,Accident,96074,false,2017-09-24T19:29:00Z,Camden,Arkansas,United States,,N5958C,Beech,C35,Fatal,0,2,false,Aviation,,DirectorBrief,2018-08-02T20:05:00Z,2018-09-04T04:00:00Z,,Final,,
ERA17LA333,Completed,Accident,96064,false,2017-09-24T18:15:00Z,Ambler,Pennsylvania,United States,,N830S,BUSCHMANN/VANZEE,VARI EZ,Serious,0,1,false,Aviation,,DirectorBrief,2019-11-04T20:59:00Z,2020-04-20T04:00:00Z,,Final,,
CEN17LA366,Completed,Accident,96082,false,2017-09-24T18:00:00Z,Waller,Texas,United States,,N91904,EMERSON,Kitfox,None,0,0,false,Aviation,,DirectorBrief,2018-04-24T16:03:00Z,2019-03-18T04:00:00Z,,Final,,
ERA17LA334,Completed,Accident,96065,false,2017-09-24T15:10:00Z,Darlington,South Carolina,United States,,N65SW,MCMILLAN JOEL L,AVID SW 65,Serious,0,1,false,Aviation,,DirectorBrief,2018-12-10T14:24:00Z,2019-04-08T04:00:00Z,,Final,,
GAA17CA553,Completed,Accident,96087,false,2017-09-24T13:06:00Z,Bridgeton,New Jersey,United States,,N7675K,AEROTRIKE,Safari,None,0,0,false,Aviation,,DirectorBrief,2017-11-16T21:00:00Z,2017-12-15T05:00:00Z,,Final,,
GAA17CA551,Completed,Accident,96085,false,2017-09-24T10:25:00Z,Santa Barbara,California,United States,,N177SR,ROBINSON HELICOPTER,R22,None,0,0,false,Aviation,,DirectorBrief,2018-01-30T15:46:00Z,2018-03-14T04:00:00Z,,Final,,
ERA17LA332,Completed,Accident,96062,false,2017-09-23T18:02:00Z,Clearwater,Florida,United States,,N404TB,ROBINSON HELICOPTER,R22,Minor,0,1,false,Aviation,,DirectorBrief,2019-11-18T12:06:00Z,2020-04-13T04:00:00Z,,Final,,
WPR17LA214,Completed,Accident,96089,false,2017-09-23T15:15:00Z,El Cajon,California,United States,,N52KF,SC AEROSTAR SA,YAK 52W,None,0,0,false,Aviation,,DirectorBrief,2020-06-25T14:01:00Z,2020-09-14T04:00:00Z,,Final,,
CEN17FA362,Completed,Accident,96063,false,2017-09-23T11:28:00Z,Ainsworth,Nebraska,United States,,N73MA,Mitsubishi,MU 2B-40,Fatal,0,1,false,Aviation,,DirectorBrief,2018-12-04T14:41:00Z,2019-02-26T05:00:00Z,,Final,,
CEN17FA361,Completed,Accident,96060,false,2017-09-23T08:42:00Z,Thief River Falls,Minnesota,United States,,N4777T,Cessna,TR182,Fatal,0,3,false,Aviation,,DirectorBrief,2018-09-23T17:38:00Z,2018-10-10T04:00:00Z,,Final,,
DCA17WA205,N/A,Incident,96069,false,2017-09-23T04:00:00Z,Osaka,,Japan,,PHBQC,Boeing,777,None,0,0,false,Aviation,,None,,,,,,
WPR17LA212,Completed,Accident,96059,false,2017-09-22T22:57:00Z,Glendale,California,United States,,N34BE,Mooney,M20E,Minor,0,2,false,Aviation,,DirectorBrief,2018-10-18T22:02:00Z,2018-11-15T05:00:00Z,,Final,,
WPR17FA213,Completed,Accident,96061,false,2017-09-22T17:35:00Z,Perkinsville,Arizona,United States,,N7070Q,Cessna,172L,Fatal,0,2,false,Aviation,,DirectorBrief,2019-07-02T20:13:00Z,2019-09-10T04:00:00Z,,Final,,
GAA17CA550,Completed,Accident,96084,false,2017-09-22T11:39:00Z,Danbury,Connecticut,United States,,N9624B,Cessna,180,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T14:57:00Z,2017-11-27T05:00:00Z,,Final,,
GAA17CA573,Completed,Accident,96190,false,2017-09-22T11:00:00Z,Chino,California,United States,,N520KS,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2017-11-27T13:56:00Z,2017-12-15T05:00:00Z,,Final,,
DCA17WA203,N/A,Incident,96066,false,2017-09-22T04:00:00Z,Hong Kong,,Hong Kong,,B-LNS,Airbus,A330,None,0,0,false,Aviation,,None,,,,,,
DCA17FR013,Completed,Accident,96057,false,2017-09-22T04:00:00Z,Arlington,Texas,United States,RAB2002,,,,Fatal,,,false,Railroad,RAB2002,DirectorBrief,2020-09-23T18:00:00Z,2020-09-16T04:00:00Z,2020-09-16T04:00:00Z,Final,,
DCA17IA202,Completed,Incident,96058,false,2017-09-21T20:20:00Z,Hoffman Island,New York,United States,,UNREG,DJI,Phantom,None,0,0,false,Aviation,,DirectorBrief,2017-12-13T18:17:00Z,2017-12-14T05:00:00Z,,Final,,
GAA17CA555,Completed,Accident,96092,false,2017-09-21T19:45:00Z,Fayetteville,North Carolina,United States,,N186KW,Godwin Jeff E,Safari,None,0,0,false,Aviation,,DirectorBrief,2018-03-13T11:21:00Z,2018-04-23T04:00:00Z,,Final,,
ERA17WA331,N/A,Accident,96056,false,2017-09-21T19:20:00Z,Istanbul,,Turkey,,TC-KON,Cessna,650,Minor,0,1,false,Aviation,,None,,,,,,
GAA17CA554,Completed,Accident,96091,false,2017-09-21T16:45:00Z,Old Forge,New York,United States,,N233TD,THOMAS J MURRAY,KITFOX SUPER SPORT,Minor,0,2,false,Aviation,,DirectorBrief,2018-03-27T17:32:00Z,2018-04-23T04:00:00Z,,Final,,
GAA17CA552,Completed,Accident,96086,false,2017-09-21T15:10:00Z,Franklin,Pennsylvania,United States,,N40WH,HENCKEN WILLIAM,PIETENPOL AIR CAMPER,None,0,0,false,Aviation,,DirectorBrief,2018-03-13T11:30:00Z,2018-04-23T04:00:00Z,,Final,,
GAA17CA547,Completed,Accident,96055,false,2017-09-21T14:00:00Z,Albuquerque,New Mexico,United States,,N180SA,Cessna,180,None,0,0,false,Aviation,,DirectorBrief,2018-03-15T14:01:00Z,2018-04-23T04:00:00Z,,Final,,
CEN17WA370,N/A,Accident,96097,false,2017-09-20T21:36:00Z,Goderich,,Canada,,C-FHPU,Cessna,150J,Fatal,0,2,false,Aviation,,None,,,,,,
GAA17CA546,Completed,Accident,96054,false,2017-09-20T16:30:00Z,Siler City,North Carolina,United States,,N6250T,Cessna,150,None,0,0,false,Aviation,,DirectorBrief,2018-03-27T18:35:00Z,2018-04-23T04:00:00Z,,Final,,
WPR17LA210,Completed,Accident,96046,false,2017-09-20T14:14:00Z,Sacramento,California,United States,,N7330E,Cessna,210,None,0,0,false,Aviation,,DirectorBrief,2018-09-13T19:54:00Z,2019-03-18T04:00:00Z,,Final,,
WPR17LA211,Completed,Accident,96052,false,2017-09-20T14:09:00Z,Long Beach,California,United States,,N7514S,ROBINSON HELICOPTER,R22,Serious,0,1,false,Aviation,,DirectorBrief,2018-10-22T18:03:00Z,2018-11-15T05:00:00Z,,Final,,
GAA17CA543,Completed,Accident,96047,false,2017-09-20T10:00:00Z,St George,Utah,United States,,N22650,Cessna,T210,None,0,0,false,Aviation,,DirectorBrief,2017-12-01T22:56:00Z,2018-01-11T05:00:00Z,,Final,,
ERA17FA330,Completed,Accident,96044,false,2017-09-20T07:01:00Z,Rhine,Georgia,United States,,N3875J,Cessna,150G,Fatal,0,1,false,Aviation,,DirectorBrief,2019-04-30T13:52:00Z,2019-07-08T04:00:00Z,,Final,,
CEN17WA360,N/A,Accident,96049,false,2017-09-19T15:50:00Z,Stafsberg,,Norway,,LN-ABF,Vans,RV4,Fatal,0,2,false,Aviation,,None,,,,,,
DCA17WA201,N/A,Incident,96050,false,2017-09-19T04:00:00Z,Mumbai,,India,,VT-SGZ,Boeing,737,None,0,0,false,Aviation,,None,,,,,,
DCA17WA222,N/A,Incident,96247,false,2017-09-19T04:00:00Z,Bangkok,,Thailand,,HS-LUJ,Boeing,737,None,0,,false,Aviation,,None,,,,,,
CEN17WA383,N/A,Accident,97657,false,2017-09-18T15:30:00Z,Llano Bonito de Pococí,,Costa Rica,,TI-BGH,Bell,47G,Fatal,0,1,false,Aviation,,None,,,,,,
HWY17MH015,Completed,Accident,96025,false,2017-09-18T07:16:00Z,Flushing,New York,United States,HAB1901,,,,Fatal,,,false,Highway,HAB1901,DirectorBrief,2019-02-07T19:53:00Z,2019-02-11T05:00:00Z,2019-02-11T05:00:00Z,Final,,
CEN17LA358,Completed,Accident,96035,false,2017-09-17T17:00:00Z,London,Ohio,United States,,N35170,Cessna,177B,None,0,0,false,Aviation,,DirectorBrief,2018-08-08T14:42:00Z,2019-03-18T04:00:00Z,,Final,,
WPR17LA208,Completed,Accident,96032,false,2017-09-17T14:47:00Z,El Cajon,California,United States,,N2587X,Piper,PA 28-161,Minor,0,1,false,Aviation,,DirectorBrief,2018-10-02T18:42:00Z,2019-03-18T04:00:00Z,,Final,,
WPR17LA209,Completed,Accident,96037,false,2017-09-17T09:20:00Z,Reno,Nevada,United States,,C-GTPX,Trudel,GP 4,None,0,0,false,Aviation,,DirectorBrief,2018-11-05T13:22:00Z,2019-03-18T04:00:00Z,,Final,,
WPR17LA206,Completed,Accident,96029,false,2017-09-17T08:00:00Z,Salinas,California,United States,,N3285T,Bell,47G 5,Minor,,1,false,Aviation,,DirectorBrief,2021-01-25T13:00:00Z,2021-05-05T04:00:00Z,,Final,,
DCA17WA204,N/A,Incident,96067,false,2017-09-17T04:00:00Z,Aqaba,,Jordan,,JY-SOA,Boeing,737,None,0,0,false,Aviation,,None,,,,,,
CEN17LA365,Completed,Accident,96081,false,2017-09-16T18:15:00Z,Plymouth,Indiana,United States,,N123XZ,GADDIS MICHAEL,EXEC 162 F,None,0,0,false,Aviation,,DirectorBrief,2018-03-15T13:20:00Z,2019-11-06T05:00:00Z,,Final,,
GAA17CA541,Completed,Accident,96034,false,2017-09-16T18:10:00Z,Manzanita,Oregon,United States,,N232TB,RUDBERG TODD W,VANS ACFT RV8,None,0,0,false,Aviation,,DirectorBrief,2018-01-30T14:55:00Z,2018-03-14T04:00:00Z,,Final,,
ERA17LA328,Completed,Accident,96036,false,2017-09-16T17:49:00Z,Hanover Township,Pennsylvania,United States,,N38365,Piper,J3C,Minor,0,2,false,Aviation,,DirectorBrief,2019-12-12T12:08:00Z,2020-04-13T04:00:00Z,,Final,,
CEN17FA355,Completed,Accident,96024,false,2017-09-16T17:35:00Z,Ancho,New Mexico,United States,,N213TV,Bell,206L 3,Fatal,0,1,false,Aviation,,DirectorBrief,2019-05-13T13:59:00Z,2019-07-08T04:00:00Z,,Final,,
GAA17CA539,Completed,Accident,96027,false,2017-09-16T17:30:00Z,Talkeetna,Alaska,United States,,N123LR,Cessna,A185,None,0,0,false,Aviation,,DirectorBrief,2017-11-09T18:07:00Z,2017-12-15T05:00:00Z,,Final,,
WPR17LA207,Completed,Accident,96030,false,2017-09-16T15:30:00Z,Sedona,Arizona,United States,,N786WW,Cessna,208B,None,0,0,false,Aviation,,DirectorBrief,2018-08-27T15:25:00Z,2019-03-18T04:00:00Z,,Final,,
GAA17CA556,Completed,Accident,96093,false,2017-09-16T14:20:00Z,Gallatin,Tennessee,United States,,N5146R,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2017-11-16T12:08:00Z,2017-12-15T05:00:00Z,,Final,,
ERA17FA327,Completed,Accident,96022,false,2017-09-16T14:00:00Z,North Branford,Connecticut,United States,,N53CP,Mooney,M20C,Fatal,0,2,false,Aviation,,DirectorBrief,2019-10-08T11:59:00Z,2019-12-17T05:00:00Z,,Final,,
ERA17LA347,Completed,Accident,96324,false,2017-09-16T09:55:00Z,Marathon,Florida,United States,,N3187V,Beech,35,None,0,0,false,Aviation,,DirectorBrief,2018-05-02T12:39:00Z,2019-03-18T04:00:00Z,,Final,,
CEN17FA354,Completed,Accident,96023,false,2017-09-15T21:10:00Z,Glenwood Springs,Colorado,United States,,N462SR,CIRRUS DESIGN CORP,SR22,Fatal,0,4,false,Aviation,,DirectorBrief,2019-04-22T14:03:00Z,2019-07-08T04:00:00Z,,Final,,
GAA17CA540,Completed,Accident,96033,false,2017-09-15T21:00:00Z,Lynchburg,Virginia,United States,,N5396D,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2018-07-19T18:07:00Z,2018-09-10T04:00:00Z,,Final,,
CEN17LA357,Completed,Accident,96031,false,2017-09-15T17:20:00Z,McAlester,Oklahoma,United States,,N18403,Beech,A36,Minor,0,1,false,Aviation,,DirectorBrief,2018-12-06T13:51:00Z,2019-04-08T04:00:00Z,,Final,,
ERA17LA337,Completed,Accident,96099,false,2017-09-15T17:00:00Z,New Fairfield,Connecticut,United States,,N885PR,AIRMAX CONSTRUCOES AERONAUTICA,SEAMAX-M22,None,0,0,false,Aviation,,DirectorBrief,2020-10-16T16:00:00Z,2020-12-03T05:00:00Z,,Final,,
ERA17LA338,Completed,Accident,96103,false,2017-09-15T14:11:00Z,Southfields,New York,United States,,N1356W,PARKS RICHARD A,STARDUSTER SA 100,None,0,0,false,Aviation,,DirectorBrief,2019-10-29T01:22:00Z,2020-04-20T04:00:00Z,,Final,,
WPR17LA204,Completed,Accident,96019,false,2017-09-15T14:00:00Z,Watsonville,California,United States,,N5391A,Cessna,T210N,None,,0,false,Aviation,,DirectorBrief,2021-01-25T13:00:00Z,2021-05-05T04:00:00Z,,Final,,
ERA17WA345,N/A,Accident,96160,false,2017-09-15T14:00:00Z,Caracarai,,Brazil,,PT-JPW,CESSNA AIRCRAFT,U206F,Fatal,0,1,false,Aviation,,None,,,,,,
ERA17LA326,Completed,Accident,96017,false,2017-09-15T10:15:00Z,Union City,Tennessee,United States,,N4531K,AIR TRACTOR INC,AT 502,None,0,0,false,Aviation,,DirectorBrief,2020-06-17T18:10:00Z,2020-08-10T04:00:00Z,,Final,,
DCA17WA200,N/A,Incident,96043,false,2017-09-15T10:07:00Z,London,,United Kingdom,,EI-DLV,THE BOEING COMPANY,BOEING 737-8AS,None,0,,false,Aviation,,None,,,,,,
DCA17WA209,N/A,Accident,96073,false,2017-09-15T04:00:00Z,Christ Church,,Barbados,,N137AA,Airbus,A321 231,None,0,0,false,Aviation,,None,,,,,,
ERA17LA325,Completed,Accident,96015,false,2017-09-14T12:30:00Z,Machias,Maine,United States,,N2120W,Beech,C23,None,0,0,false,Aviation,,DirectorBrief,2018-11-28T21:21:00Z,2019-04-08T04:00:00Z,,Final,,
GAA17CA579,Completed,Accident,96873,false,2017-09-14T11:00:00Z,Statesville,North Carolina,United States,,N2182L,Beech,95 B55,None,0,0,false,Aviation,,DirectorBrief,2018-07-05T12:53:00Z,2018-09-10T04:00:00Z,,Final,,
GAA17CA544,Completed,Accident,96053,false,2017-09-13T18:30:00Z,Petersville,Alaska,United States,,N4741M,Piper,PA 11,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T14:38:00Z,2017-11-27T05:00:00Z,,Final,,
CEN17LA352,Completed,Accident,96014,false,2017-09-13T18:17:00Z,Hallsville,Missouri,United States,,N5906F,Cessna,210G,None,0,0,false,Aviation,,DirectorBrief,2018-12-06T15:21:00Z,2019-04-08T04:00:00Z,,Final,,
DCA17CA197,Completed,Accident,96040,false,2017-09-13T16:45:00Z,Charlotte,North Carolina,United States,,N261PS,BOMBARDIER INC,CL 600 2B19,Serious,1,0,false,Aviation,,DirectorBrief,2018-03-09T18:10:00Z,2018-03-09T05:00:00Z,,Final,,
CEN17LA367,Completed,Accident,96088,false,2017-09-13T14:37:00Z,Elbert,Colorado,United States,,N812SM,MILLER STEVEN M,RV6 A,Serious,0,2,false,Aviation,,DirectorBrief,2019-12-27T19:32:00Z,2020-04-13T04:00:00Z,,Final,,
ERA17LA329,Completed,Accident,96038,false,2017-09-13T08:23:00Z,Nantucket,Massachusetts,United States,,N836GW,Cessna,402,Minor,0,1,false,Aviation,,DirectorBrief,2019-10-18T23:02:00Z,2020-04-20T04:00:00Z,,Final,,
DCA17WA198,N/A,Accident,96041,false,2017-09-13T04:00:00Z,Adelaide,,Australia,,UNK,Boeing,737,Serious,0,1,false,Aviation,,None,,,,,,
DCA17WA199,N/A,Incident,96042,false,2017-09-13T01:00:00Z,Caracas,,Venezuela,,YV-268T,Boeing,737,None,0,,false,Aviation,,None,,,,,,
CEN17LA350,Completed,Accident,96008,false,2017-09-12T21:45:00Z,Greeley,Colorado,United States,,N121CZ,Embraer,EMB 120ER,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T14:42:00Z,2018-01-25T05:00:00Z,,Final,,
CEN17WA353,N/A,Accident,96016,false,2017-09-12T18:00:00Z,Braunwald,,Switzerland,,D-EPPW,Mooney Aircraft Corporation,M 20K,Fatal,0,2,false,Aviation,,None,,,,,,
CEN17LA356,Completed,Accident,96026,false,2017-09-12T17:30:00Z,Worland,Wyoming,United States,,N1835R,Cessna,R182,None,0,0,false,Aviation,,DirectorBrief,2018-01-08T12:39:00Z,2018-07-05T04:00:00Z,,Final,,
WPR17LA202,Completed,Accident,95999,false,2017-09-12T14:37:00Z,Ogden,Utah,United States,,N9798L,Beech,A24R,Minor,1,1,false,Aviation,,DirectorBrief,2019-03-28T13:41:00Z,2019-11-06T05:00:00Z,,Final,,
CEN17LA348,Completed,Accident,95995,false,2017-09-12T14:35:00Z,South Bend,Indiana,United States,,N9368Y,Beech,N35,None,0,0,false,Aviation,,DirectorBrief,2018-04-16T19:55:00Z,2018-11-15T05:00:00Z,,Final,,
DCA17CA195,Completed,Accident,96000,false,2017-09-12T14:10:00Z,Los Angeles,California,United States,,N69813,Boeing,737-924ER,None,0,0,false,Aviation,,DirectorBrief,2018-03-09T18:26:00Z,2018-09-05T04:00:00Z,,Final,,
GAA17CA531,Completed,Accident,95993,false,2017-09-12T11:39:00Z,Kinsley,Kansas,United States,,N9595X,Cessna,210,None,0,0,false,Aviation,,DirectorBrief,2017-11-09T15:52:00Z,2017-12-15T05:00:00Z,,Final,,
GAA17CA533,Completed,Accident,95997,false,2017-09-12T11:15:00Z,Silver Springs,Nevada,United States,,N946CA,Cessna,T182T,None,0,0,false,Aviation,,DirectorBrief,2018-03-15T15:26:00Z,2018-04-23T04:00:00Z,,Final,,
GAA17CA532,Completed,Accident,95996,false,2017-09-11T21:03:00Z,Harrisonville,Missouri,United States,,N34413,Cessna,177,None,0,0,false,Aviation,,DirectorBrief,2017-11-21T13:01:00Z,2017-12-15T05:00:00Z,,Final,,
